0,1
Datasets\Medicines\words\CoAmoxiclav_1_2297.png,CoAmoxiclav
Datasets\Medicines\words\Gliclid_1_3937.png,Gliclid
Datasets\Medicines\words\CefotilPlus_1_3980.png,CefotilPlus
Datasets\Medicines\words\Cotrimoxazole_1_2546.png,Cotrimoxazole
Datasets\Medicines\words\Eminate_1_289.png,Eminate
Datasets\Medicines\words\Firmvit_1_3985.png,Firmvit
Datasets\Medicines\words\Iprex_1_952.png,Iprex
Datasets\Medicines\words\Androcap_1_120.png,Androcap
Datasets\Medicines\words\Ketoconazole_1_2128.png,Ketoconazole
Datasets\Medicines\words\Betahistine_1_2327.png,Betahistine
Datasets\Medicines\words\Meloxicam_1_2819.png,Meloxicam
Datasets\Medicines\words\Cloxacillin_1_2106.png,Cloxacillin
Datasets\Medicines\words\Metryl_1_3929.png,Metryl
Datasets\Medicines\words\CalboD_1_3886.png,CalboD
Datasets\Medicines\words\ECPLUS_1_844.png,ECPLUS
Datasets\Medicines\words\TranexamicAcid_1_3003.png,TranexamicAcid
Datasets\Medicines\words\Revalon_1_3634.png,Revalon
Datasets\Medicines\words\Salbutamol_1_2474.png,Salbutamol
Datasets\Medicines\words\Cefuroxime_1_2080.png,Cefuroxime
Datasets\Medicines\words\Olmesan_1_1460.png,Olmesan
Datasets\Medicines\words\Vaxtin_1_3125.png,Vaxtin
Datasets\Medicines\words\Sulprex_1_126.png,Sulprex
Datasets\Medicines\words\Camlosart_1_4060.png,Camlosart
Datasets\Medicines\words\Starcef_1_25.png,Starcef
Datasets\Medicines\words\Alatrol_1_3488.png,Alatrol
Datasets\Medicines\words\Cefuroxime_1_2485.png,Cefuroxime
Datasets\Medicines\words\Cildip_1_1750.png,Cildip
Datasets\Medicines\words\Optimox_1_3352.png,Optimox
Datasets\Medicines\words\Mycocure_1_1685.png,Mycocure
Datasets\Medicines\words\Cefuroxime_1_2573.png,Cefuroxime
Datasets\Medicines\words\AscorbicAcid_1_3046.png,AscorbicAcid
Datasets\Medicines\words\Chloramphenicol_1_2784.png,Chloramphenicol
Datasets\Medicines\words\Algin_1_1339.png,Algin
Datasets\Medicines\words\Relentus_1_1092.png,Relentus
Datasets\Medicines\words\Canvo_1_3954.png,Canvo
Datasets\Medicines\words\MaximaMups_1_3241.png,MaximaMups
Datasets\Medicines\words\Relestal_1_2941.png,Relestal
Datasets\Medicines\words\BexitrolF_1_3178.png,BexitrolF
Datasets\Medicines\words\Maxpro_1_3982.png,Maxpro
Datasets\Medicines\words\Atropin_1_3735.png,Atropin
Datasets\Medicines\words\Cloxacillin_1_2081.png,Cloxacillin
Datasets\Medicines\words\Amoxicillin_1_2125.png,Amoxicillin
Datasets\Medicines\words\Combomax_1_792.png,Combomax
Datasets\Medicines\words\Folison_1_1063.png,Folison
Datasets\Medicines\words\Tofaxen_1_3431.png,Tofaxen
Datasets\Medicines\words\MefenamicAcid_1_2332.png,MefenamicAcid
Datasets\Medicines\words\NeucosB_1_1123.png,NeucosB
Datasets\Medicines\words\Kefuclav_1_376.png,Kefuclav
Datasets\Medicines\words\Cefuroxime_1_2810.png,Cefuroxime
Datasets\Medicines\words\Cefixime_1_2172.png,Cefixime
Datasets\Medicines\words\Betson_1_1683.png,Betson
Datasets\Medicines\words\Pantonix_1_3775.png,Pantonix
Datasets\Medicines\words\ReefcalD_1_3726.png,ReefcalD
Datasets\Medicines\words\Halobet_1_1114.png,Halobet
Datasets\Medicines\words\Sultamicillin_1_2706.png,Sultamicillin
Datasets\Medicines\words\Magmil_1_1472.png,Magmil
Datasets\Medicines\words\Uromax_1_3283.png,Uromax
Datasets\Medicines\words\Pizofen_1_197.png,Pizofen
Datasets\Medicines\words\Bopam_1_533.png,Bopam
Datasets\Medicines\words\Finix_1_1723.png,Finix
Datasets\Medicines\words\Anil_1_3752.png,Anil
Datasets\Medicines\words\HypenSR_1_3197.png,HypenSR
Datasets\Medicines\words\MefenamicAcid_1_2263.png,MefenamicAcid
Datasets\Medicines\words\GlipitaMXR_1_109.png,GlipitaMXR
Datasets\Medicines\words\Insulatard_1_1571.png,Insulatard
Datasets\Medicines\words\Cefalexin_1_3004.png,Cefalexin
Datasets\Medicines\words\Feva_1_51.png,Feva
Datasets\Medicines\words\Dilator_1_3219.png,Dilator
Datasets\Medicines\words\CoAmoxiclav_1_2448.png,CoAmoxiclav
Datasets\Medicines\words\Cefuroxime_1_2713.png,Cefuroxime
Datasets\Medicines\words\Axodin_1_1613.png,Axodin
Datasets\Medicines\words\AcePlus_1_343.png,AcePlus
Datasets\Medicines\words\Ciprofloxacin_1_2980.png,Ciprofloxacin
Datasets\Medicines\words\Paracetamol_1_3581.png,Paracetamol
Datasets\Medicines\words\Prelica_1_144.png,Prelica
Datasets\Medicines\words\Cefixime_1_2048.png,Cefixime
Datasets\Medicines\words\remmo_1_1708.png,remmo
Datasets\Medicines\words\KCL_1_1572.png,KCL
Datasets\Medicines\words\DA_1_3433.png,DA
Datasets\Medicines\words\Flexibac_1_1484.png,Flexibac
Datasets\Medicines\words\Amira_1_1364.png,Amira
Datasets\Medicines\words\Hypnofast_1_1229.png,Hypnofast
Datasets\Medicines\words\CoAmoxiclav_1_2884.png,CoAmoxiclav
Datasets\Medicines\words\Reversair_1_1064.png,Reversair
Datasets\Medicines\words\FurotilPlus_1_403.png,FurotilPlus
Datasets\Medicines\words\CoAmoxiclav_1_2347.png,CoAmoxiclav
Datasets\Medicines\words\Ambroxol_1_2615.png,Ambroxol
Datasets\Medicines\words\BextramGold_1_1711.png,BextramGold
Datasets\Medicines\words\Lactulose_1_1836.png,Lactulose
Datasets\Medicines\words\BextramSilver_1_634.png,BextramSilver
Datasets\Medicines\words\Finix_1_3228.png,Finix
Datasets\Medicines\words\Amoxicillin_1_2759.png,Amoxicillin
Datasets\Medicines\words\TranexamicAcid_1_2264.png,TranexamicAcid
Datasets\Medicines\words\Neurobest_1_1316.png,Neurobest
Datasets\Medicines\words\Cortimax_1_3637.png,Cortimax
Datasets\Medicines\words\MefenamicAcid_1_2666.png,MefenamicAcid
Datasets\Medicines\words\BrodilLevoHFA_1_3899.png,BrodilLevoHFA
Datasets\Medicines\words\CalboralD_1_1408.png,CalboralD
Datasets\Medicines\words\Cefalexin_1_2235.png,Cefalexin
Datasets\Medicines\words\Sulbion_1_1110.png,Sulbion
Datasets\Medicines\words\Emistat_1_241.png,Emistat
Datasets\Medicines\words\OstocalD_1_3422.png,OstocalD
Datasets\Medicines\words\Voltalin_1_3353.png,Voltalin
Datasets\Medicines\words\Lijenta_1_4057.png,Lijenta
Datasets\Medicines\words\Pantonix_1_1155.png,Pantonix
Datasets\Medicines\words\Trugain_1_3522.png,Trugain
Datasets\Medicines\words\Remood_1_3392.png,Remood
Datasets\Medicines\words\Benzapen_1_3729.png,Benzapen
Datasets\Medicines\words\Maxpro_1_284.png,Maxpro
Datasets\Medicines\words\Silosin_1_598.png,Silosin
Datasets\Medicines\words\Cloxacillin_1_2628.png,Cloxacillin
Datasets\Medicines\words\Ciprocin_1_3566.png,Ciprocin
Datasets\Medicines\words\Salmolin_1_1542.png,Salmolin
Datasets\Medicines\words\AzmasolHFA_1_3846.png,AzmasolHFA
Datasets\Medicines\words\Etorix_1_580.png,Etorix
Datasets\Medicines\words\OstelinD_1_563.png,OstelinD
Datasets\Medicines\words\Camlodin_1_1163.png,Camlodin
Datasets\Medicines\words\Rabe_1_3455.png,Rabe
Datasets\Medicines\words\Rupin_1_1119.png,Rupin
Datasets\Medicines\words\CefotilPlus_1_632.png,CefotilPlus
Datasets\Medicines\words\MTX_1_907.png,MTX
Datasets\Medicines\words\Menogia_1_121.png,Menogia
Datasets\Medicines\words\FixcefPlus_1_331.png,FixcefPlus
Datasets\Medicines\words\Bopam_1_685.png,Bopam
Datasets\Medicines\words\CoAmoxiclav_1_1930.png,CoAmoxiclav
Datasets\Medicines\words\Cefalexin_1_3032.png,Cefalexin
Datasets\Medicines\words\Iventi_1_3820.png,Iventi
Datasets\Medicines\words\Bilan_1_963.png,Bilan
Datasets\Medicines\words\LubricD_1_1605.png,LubricD
Datasets\Medicines\words\FevizPlus_1_3453.png,FevizPlus
Datasets\Medicines\words\Ciprofloxacin_1_2524.png,Ciprofloxacin
Datasets\Medicines\words\Azithromycin_1_3068.png,Azithromycin
Datasets\Medicines\words\Amoxicillin_1_2465.png,Amoxicillin
Datasets\Medicines\words\Gaviscon_1_2449.png,Gaviscon
Datasets\Medicines\words\DNS_1_3646.png,DNS
Datasets\Medicines\words\Reset_1_1579.png,Reset
Datasets\Medicines\words\Kidcare_1_509.png,Kidcare
Datasets\Medicines\words\Amoxicillin_1_1916.png,Amoxicillin
Datasets\Medicines\words\Nebulization_1_3736.png,Nebulization
Datasets\Medicines\words\Diasulin_1_312.png,Diasulin
Datasets\Medicines\words\Dexlan_1_1282.png,Dexlan
Datasets\Medicines\words\Fexo_1_203.png,Fexo
Datasets\Medicines\words\Cardinor_1_3783.png,Cardinor
Datasets\Medicines\words\Thyrin_1_3181.png,Thyrin
Datasets\Medicines\words\Dexilend_1_3723.png,Dexilend
Datasets\Medicines\words\AzmasolHFA_1_1214.png,AzmasolHFA
Datasets\Medicines\words\Amoxicillin_1_2277.png,Amoxicillin
Datasets\Medicines\words\KalcoralD_1_3379.png,KalcoralD
Datasets\Medicines\words\CoAmoxiclav_1_2505.png,CoAmoxiclav
Datasets\Medicines\words\Larel_1_3447.png,Larel
Datasets\Medicines\words\Taven_1_338.png,Taven
Datasets\Medicines\words\PhylopenDS_1_956.png,PhylopenDS
Datasets\Medicines\words\TranexamicAcid_1_2492.png,TranexamicAcid
Datasets\Medicines\words\Maxima_1_61.png,Maxima
Datasets\Medicines\words\Carbocisteine_1_1921.png,Carbocisteine
Datasets\Medicines\words\Cotrimoxazole_1_2343.png,Cotrimoxazole
Datasets\Medicines\words\Lindac_1_1143.png,Lindac
Datasets\Medicines\words\Viset_1_1328.png,Viset
Datasets\Medicines\words\Clopid_1_3496.png,Clopid
Datasets\Medicines\words\CoAmoxiclav_1_1900.png,CoAmoxiclav
Datasets\Medicines\words\Docopa_1_1381.png,Docopa
Datasets\Medicines\words\Torax_1_3925.png,Torax
Datasets\Medicines\words\XincB_1_1131.png,XincB
Datasets\Medicines\words\Xalcort_1_3922.png,Xalcort
Datasets\Medicines\words\Algin_1_1222.png,Algin
Datasets\Medicines\words\MefenamicAcid_1_2136.png,MefenamicAcid
Datasets\Medicines\words\Cevit_1_1709.png,Cevit
Datasets\Medicines\words\Neuroxen_1_985.png,Neuroxen
Datasets\Medicines\words\Ecosprin_1_350.png,Ecosprin
Datasets\Medicines\words\Tolson_1_870.png,Tolson
Datasets\Medicines\words\Cotrimoxazole_1_2764.png,Cotrimoxazole
Datasets\Medicines\words\Reversair_1_1810.png,Reversair
Datasets\Medicines\words\Ibuprofen_1_2259.png,Ibuprofen
Datasets\Medicines\words\Acetylcysteine_1_1972.png,Acetylcysteine
Datasets\Medicines\words\Normens_1_3743.png,Normens
Datasets\Medicines\words\Kefuclav_1_1694.png,Kefuclav
Datasets\Medicines\words\Omeprazol_1_3115.png,Omeprazol
Datasets\Medicines\words\SinafreshLiquigel_1_3398.png,SinafreshLiquigel
Datasets\Medicines\words\Emistat_1_211.png,Emistat
Datasets\Medicines\words\Aceclofenac_1_2394.png,Aceclofenac
Datasets\Medicines\words\CareaidMan_1_744.png,CareaidMan
Datasets\Medicines\words\Delight_1_3355.png,Delight
Datasets\Medicines\words\Finix_1_1690.png,Finix
Datasets\Medicines\words\Cefalexin_1_1984.png,Cefalexin
Datasets\Medicines\words\MefenamicAcid_1_1914.png,MefenamicAcid
Datasets\Medicines\words\AscorbicAcid_1_2153.png,AscorbicAcid
Datasets\Medicines\words\MefenamicAcid_1_2969.png,MefenamicAcid
Datasets\Medicines\words\Amoxicillin_1_2434.png,Amoxicillin
Datasets\Medicines\words\MefenamicAcid_1_2559.png,MefenamicAcid
Datasets\Medicines\words\Solas_1_424.png,Solas
Datasets\Medicines\words\MefenamicAcid_1_2126.png,MefenamicAcid
Datasets\Medicines\words\Viset_1_1507.png,Viset
Datasets\Medicines\words\Rolac_1_205.png,Rolac
Datasets\Medicines\words\Foly_1_1279.png,Foly
Datasets\Medicines\words\Cerox-CV_1_3870.png,Cerox-CV
Datasets\Medicines\words\Sentix_1_4106.png,Sentix
Datasets\Medicines\words\Flamex_1_1386.png,Flamex
Datasets\Medicines\words\Xorel_1_3600.png,Xorel
Datasets\Medicines\words\Cloxacillin_1_2237.png,Cloxacillin
Datasets\Medicines\words\Alatrol_1_1475.png,Alatrol
Datasets\Medicines\words\Efodio_1_1619.png,Efodio
Datasets\Medicines\words\Antazol_1_1788.png,Antazol
Datasets\Medicines\words\Cloxacillin_1_3080.png,Cloxacillin
Datasets\Medicines\words\Acetylcysteine_1_2633.png,Acetylcysteine
Datasets\Medicines\words\Dicot_1_1019.png,Dicot
Datasets\Medicines\words\TranexamicAcid_1_2939.png,TranexamicAcid
Datasets\Medicines\words\Sugatrol_1_515.png,Sugatrol
Datasets\Medicines\words\Folix_1_3774.png,Folix
Datasets\Medicines\words\Maxpro_1_3658.png,Maxpro
Datasets\Medicines\words\Amoxicillin_1_1994.png,Amoxicillin
Datasets\Medicines\words\Sergel_1_3760.png,Sergel
Datasets\Medicines\words\Levostar_1_3607.png,Levostar
Datasets\Medicines\words\Thyrox_1_1674.png,Thyrox
Datasets\Medicines\words\Cotrimoxazole_1_2206.png,Cotrimoxazole
Datasets\Medicines\words\MefenamicAcid_1_2575.png,MefenamicAcid
Datasets\Medicines\words\Nasalox_1_790.png,Nasalox
Datasets\Medicines\words\CalboD_1_739.png,CalboD
Datasets\Medicines\words\Norium_1_506.png,Norium
Datasets\Medicines\words\Multivitamins-Iron_1_2645.png,Multivitamins-Iron
Datasets\Medicines\words\Cefalexin_1_3052.png,Cefalexin
Datasets\Medicines\words\Thyrox_1_3718.png,Thyrox
Datasets\Medicines\words\O2Inhalation_1_297.png,O2Inhalation
Datasets\Medicines\words\Neurolep_1_3678.png,Neurolep
Datasets\Medicines\words\Lulizol_1_1686.png,Lulizol
Datasets\Medicines\words\HCG_1_367.png,HCG
Datasets\Medicines\words\Aceclofenac_1_2240.png,Aceclofenac
Datasets\Medicines\words\CoAmoxiclav_1_2583.png,CoAmoxiclav
Datasets\Medicines\words\Relatro_1_1122.png,Relatro
Datasets\Medicines\words\Amoxicillin_1_2319.png,Amoxicillin
Datasets\Medicines\words\Trilock_1_3745.png,Trilock
Datasets\Medicines\words\TranexamicAcid_1_3092.png,TranexamicAcid
Datasets\Medicines\words\CalcinD_1_781.png,CalcinD
Datasets\Medicines\words\Adam33_1_3841.png,Adam33
Datasets\Medicines\words\Cef-3_1_858.png,Cef-3
Datasets\Medicines\words\Cefuroxime_1_3057.png,Cefuroxime
Datasets\Medicines\words\Cefuroxime_1_3102.png,Cefuroxime
Datasets\Medicines\words\Celecoxib_1_2820.png,Celecoxib
Datasets\Medicines\words\Folison_1_879.png,Folison
Datasets\Medicines\words\Fenadin_1_1689.png,Fenadin
Datasets\Medicines\words\KindicalD_1_948.png,KindicalD
Datasets\Medicines\words\Rolac_1_849.png,Rolac
Datasets\Medicines\words\Thyrin_1_683.png,Thyrin
Datasets\Medicines\words\Maxpro_1_1313.png,Maxpro
Datasets\Medicines\words\CoAmoxiclav_1_2934.png,CoAmoxiclav
Datasets\Medicines\words\Nyclobate_1_4102.png,Nyclobate
Datasets\Medicines\words\Monas_1_578.png,Monas
Datasets\Medicines\words\CalboD_1_287.png,CalboD
Datasets\Medicines\words\Eminate_1_1787.png,Eminate
Datasets\Medicines\words\Halobet_1_1675.png,Halobet
Datasets\Medicines\words\Orotifen_1_789.png,Orotifen
Datasets\Medicines\words\Esoral_1_1342.png,Esoral
Datasets\Medicines\words\Maxpro_1_481.png,Maxpro
Datasets\Medicines\words\DNS_1_3996.png,DNS
Datasets\Medicines\words\BexitrolF_1_570.png,BexitrolF
Datasets\Medicines\words\MefenamicAcid_1_2698.png,MefenamicAcid
Datasets\Medicines\words\Thyrin_1_921.png,Thyrin
Datasets\Medicines\words\Finix_1_3968.png,Finix
Datasets\Medicines\words\Quidex_1_4100.png,Quidex
Datasets\Medicines\words\Cotson_1_817.png,Cotson
Datasets\Medicines\words\CoAmoxiclav_1_2224.png,CoAmoxiclav
Datasets\Medicines\words\Azin_1_1515.png,Azin
Datasets\Medicines\words\Zoleta_1_4022.png,Zoleta
Datasets\Medicines\words\SynogenAlfa_1_3264.png,SynogenAlfa
Datasets\Medicines\words\Neurobest_1_4084.png,Neurobest
Datasets\Medicines\words\Insulatard_1_4014.png,Insulatard
Datasets\Medicines\words\Lagundi_1_2984.png,Lagundi
Datasets\Medicines\words\Thyrin_1_783.png,Thyrin
Datasets\Medicines\words\Tolson_1_3259.png,Tolson
Datasets\Medicines\words\MefenamicAcid_1_2581.png,MefenamicAcid
Datasets\Medicines\words\Cefalexin_1_2360.png,Cefalexin
Datasets\Medicines\words\Gavicool_1_1481.png,Gavicool
Datasets\Medicines\words\Motilon_1_3905.png,Motilon
Datasets\Medicines\words\Cefalexin_1_2192.png,Cefalexin
Datasets\Medicines\words\TamenTurbo_1_501.png,TamenTurbo
Datasets\Medicines\words\NeuroB_1_856.png,NeuroB
Datasets\Medicines\words\Fenadin_1_980.png,Fenadin
Datasets\Medicines\words\Nepco_1_986.png,Nepco
Datasets\Medicines\words\XincB_1_3959.png,XincB
Datasets\Medicines\words\Cefalexin_1_2271.png,Cefalexin
Datasets\Medicines\words\Neso_1_1232.png,Neso
Datasets\Medicines\words\CoAmoxiclav_1_1865.png,CoAmoxiclav
Datasets\Medicines\words\MefenamicAcid_1_2701.png,MefenamicAcid
Datasets\Medicines\words\Dexlan_1_989.png,Dexlan
Datasets\Medicines\words\Sugatrol_1_313.png,Sugatrol
Datasets\Medicines\words\Sultamicillin_1_2317.png,Sultamicillin
Datasets\Medicines\words\Azithromycin_1_2604.png,Azithromycin
Datasets\Medicines\words\Duralax_1_3830.png,Duralax
Datasets\Medicines\words\Moodnor_1_521.png,Moodnor
Datasets\Medicines\words\Finix_1_317.png,Finix
Datasets\Medicines\words\TranexamicAcid_1_2685.png,TranexamicAcid
Datasets\Medicines\words\Atova_1_4075.png,Atova
Datasets\Medicines\words\NormalSaline_1_1629.png,NormalSaline
Datasets\Medicines\words\Deslor_1_229.png,Deslor
Datasets\Medicines\words\Sugatrol_1_734.png,Sugatrol
Datasets\Medicines\words\Daktarin_1_2249.png,Daktarin
Datasets\Medicines\words\Salinase_1_1939.png,Salinase
Datasets\Medicines\words\Flacort_1_371.png,Flacort
Datasets\Medicines\words\Guiafenesin-Salbutamol_1_2691.png,Guiafenesin-Salbutamol
Datasets\Medicines\words\Amoxicillin_1_2187.png,Amoxicillin
Datasets\Medicines\words\Fexo_1_903.png,Fexo
Datasets\Medicines\words\Liptor_1_489.png,Liptor
Datasets\Medicines\words\Demoxiclave_1_3158.png,Demoxiclave
Datasets\Medicines\words\Ezylife_1_687.png,Ezylife
Datasets\Medicines\words\Celecoxib_1_2241.png,Celecoxib
Datasets\Medicines\words\Brom_1_3986.png,Brom
Datasets\Medicines\words\BextramGold_1_4028.png,BextramGold
Datasets\Medicines\words\Relentus_1_1231.png,Relentus
Datasets\Medicines\words\Deflux_1_251.png,Deflux
Datasets\Medicines\words\Rosen_1_198.png,Rosen
Datasets\Medicines\words\MaxproMups_1_3423.png,MaxproMups
Datasets\Medicines\words\Tri-B_1_3856.png,Tri-B
Datasets\Medicines\words\Acetylcysteine_1_1854.png,Acetylcysteine
Datasets\Medicines\words\Daktarin_1_2458.png,Daktarin
Datasets\Medicines\words\Carbocisteine_1_2269.png,Carbocisteine
Datasets\Medicines\words\Acetylcysteine_1_2960.png,Acetylcysteine
Datasets\Medicines\words\Terbin_1_3832.png,Terbin
Datasets\Medicines\words\CoAmoxiclav_1_2455.png,CoAmoxiclav
Datasets\Medicines\words\Dilator_1_3747.png,Dilator
Datasets\Medicines\words\Gavicool_1_806.png,Gavicool
Datasets\Medicines\words\BlockT_1_85.png,BlockT
Datasets\Medicines\words\Rivotril_1_1801.png,Rivotril
Datasets\Medicines\words\Monas_1_854.png,Monas
Datasets\Medicines\words\Finix_1_3787.png,Finix
Datasets\Medicines\words\AntacidPlus_1_3819.png,AntacidPlus
Datasets\Medicines\words\Indomet_1_3299.png,Indomet
Datasets\Medicines\words\Angenta_1_1200.png,Angenta
Datasets\Medicines\words\Finix_1_118.png,Finix
Datasets\Medicines\words\Cefalexin_1_2089.png,Cefalexin
Datasets\Medicines\words\N-S_1_1595.png,N-S
Datasets\Medicines\words\AlfumaxER_1_479.png,AlfumaxER
Datasets\Medicines\words\Primrole_1_1407.png,Primrole
Datasets\Medicines\words\Doxorin_1_230.png,Doxorin
Datasets\Medicines\words\Aristovit_1_4024.png,Aristovit
Datasets\Medicines\words\MefenamicAcid_1_1851.png,MefenamicAcid
Datasets\Medicines\words\Ipec-Plus_1_3534.png,Ipec-Plus
Datasets\Medicines\words\Ceftid_1_3470.png,Ceftid
Datasets\Medicines\words\MaxproMups_1_1514.png,MaxproMups
Datasets\Medicines\words\Acetylcysteine_1_1827.png,Acetylcysteine
Datasets\Medicines\words\VitaminC_1_3085.png,VitaminC
Datasets\Medicines\words\Virux_1_1327.png,Virux
Datasets\Medicines\words\Fluclox_1_694.png,Fluclox
Datasets\Medicines\words\Floromox_1_1759.png,Floromox
Datasets\Medicines\words\Syu_1_3308.png,Syu
Datasets\Medicines\words\Myolax_1_3430.png,Myolax
Datasets\Medicines\words\Bactrocin_1_1712.png,Bactrocin
Datasets\Medicines\words\Cefuroxime_1_282.png,Cefuroxime
Datasets\Medicines\words\Ibuprofen_1_2654.png,Ibuprofen
Datasets\Medicines\words\Rolac_1_3338.png,Rolac
Datasets\Medicines\words\Mydocalm_1_1441.png,Mydocalm
Datasets\Medicines\words\Motilon_1_3373.png,Motilon
Datasets\Medicines\words\Axodin_1_459.png,Axodin
Datasets\Medicines\words\Comet_1_1258.png,Comet
Datasets\Medicines\words\Cefixim_1_4.png,Cefixim
Datasets\Medicines\words\Pantonix_1_896.png,Pantonix
Datasets\Medicines\words\Rablet_1_388.png,Rablet
Datasets\Medicines\words\Mupirocin_1_2916.png,Mupirocin
Datasets\Medicines\words\Oticlor_1_591.png,Oticlor
Datasets\Medicines\words\Paracetamol_1_1888.png,Paracetamol
Datasets\Medicines\words\Napa_1_3176.png,Napa
Datasets\Medicines\words\TranexamicAcid_1_1905.png,TranexamicAcid
Datasets\Medicines\words\Neurocare_1_1456.png,Neurocare
Datasets\Medicines\words\Denixil_1_3251.png,Denixil
Datasets\Medicines\words\Cefalexin_1_2023.png,Cefalexin
Datasets\Medicines\words\Thyrin_1_1377.png,Thyrin
Datasets\Medicines\words\BacillusSulfate_1_2711.png,BacillusSulfate
Datasets\Medicines\words\Amikacin_1_3648.png,Amikacin
Datasets\Medicines\words\Xamic_1_967.png,Xamic
Datasets\Medicines\words\FSH_1_365.png,FSH
Datasets\Medicines\words\Doxocontin_1_3487.png,Doxocontin
Datasets\Medicines\words\OxifylCR_1_473.png,OxifylCR
Datasets\Medicines\words\Zoleta_1_839.png,Zoleta
Datasets\Medicines\words\Levostar_1_3161.png,Levostar
Datasets\Medicines\words\Cotson_1_3408.png,Cotson
Datasets\Medicines\words\Paracetamol_1_2374.png,Paracetamol
Datasets\Medicines\words\Fluclox_1_1253.png,Fluclox
Datasets\Medicines\words\Mydocalm_1_1069.png,Mydocalm
Datasets\Medicines\words\Phenylpropanolamine_1_2412.png,Phenylpropanolamine
Datasets\Medicines\words\NintoinSR_1_1729.png,NintoinSR
Datasets\Medicines\words\Cefuroxime_1_1848.png,Cefuroxime
Datasets\Medicines\words\Xenosal_1_3334.png,Xenosal
Datasets\Medicines\words\TranexamicAcid_1_2699.png,TranexamicAcid
Datasets\Medicines\words\MefenamicAcid_1_2246.png,MefenamicAcid
Datasets\Medicines\words\Folison_1_1432.png,Folison
Datasets\Medicines\words\TranexamicAcid_1_2321.png,TranexamicAcid
Datasets\Medicines\words\Napa_1_485.png,Napa
Datasets\Medicines\words\Deflux_1_3885.png,Deflux
Datasets\Medicines\words\MefenamicAcid_1_2398.png,MefenamicAcid
Datasets\Medicines\words\Karin_1_1082.png,Karin
Datasets\Medicines\words\ZincSulfate_1_2865.png,ZincSulfate
Datasets\Medicines\words\FSH_1_840.png,FSH
Datasets\Medicines\words\Azithromycin_1_2929.png,Azithromycin
Datasets\Medicines\words\Cloxacillin_1_1887.png,Cloxacillin
Datasets\Medicines\words\VentilPlus_1_439.png,VentilPlus
Datasets\Medicines\words\KindicalD_1_4089.png,KindicalD
Datasets\Medicines\words\Utifos_1_949.png,Utifos
Datasets\Medicines\words\LantusSolostar_1_469.png,LantusSolostar
Datasets\Medicines\words\Tobramycin_1_2779.png,Tobramycin
Datasets\Medicines\words\Cefixime_1_1945.png,Cefixime
Datasets\Medicines\words\Cerox-CV_1_3526.png,Cerox-CV
Datasets\Medicines\words\Rivotril_1_50.png,Rivotril
Datasets\Medicines\words\Pantonix_1_3910.png,Pantonix
Datasets\Medicines\words\Avolac_1_1416.png,Avolac
Datasets\Medicines\words\Paracetamol_1_1001.png,Paracetamol
Datasets\Medicines\words\Thyrin_1_3901.png,Thyrin
Datasets\Medicines\words\MefenamicAcid_1_2177.png,MefenamicAcid
Datasets\Medicines\words\Foly_1_254.png,Foly
Datasets\Medicines\words\Remood_1_3687.png,Remood
Datasets\Medicines\words\MefenamicAcid_1_2629.png,MefenamicAcid
Datasets\Medicines\words\AtoZ_1_119.png,AtoZ
Datasets\Medicines\words\MefenamicAcid_1_2478.png,MefenamicAcid
Datasets\Medicines\words\Reversair_1_1215.png,Reversair
Datasets\Medicines\words\Acetylcysteine_1_2822.png,Acetylcysteine
Datasets\Medicines\words\Cloxacillin_1_2777.png,Cloxacillin
Datasets\Medicines\words\Celecoxib_1_2643.png,Celecoxib
Datasets\Medicines\words\MefenamicAcid_1_3081.png,MefenamicAcid
Datasets\Medicines\words\Lindac_1_3730.png,Lindac
Datasets\Medicines\words\Cefalexin_1_2593.png,Cefalexin
Datasets\Medicines\words\Celecoxib_1_2316.png,Celecoxib
Datasets\Medicines\words\Salazine_1_1744.png,Salazine
Datasets\Medicines\words\Meroject_1_1636.png,Meroject
Datasets\Medicines\words\Valex_1_3442.png,Valex
Datasets\Medicines\words\Cefalexin_1_2641.png,Cefalexin
Datasets\Medicines\words\Salbutamol_1_2845.png,Salbutamol
Datasets\Medicines\words\Nebanol_1_3661.png,Nebanol
Datasets\Medicines\words\Diasulin_1_4056.png,Diasulin
Datasets\Medicines\words\Carbocisteine_1_2390.png,Carbocisteine
Datasets\Medicines\words\FeroziCI_1_3739.png,FeroziCI
Datasets\Medicines\words\Folison_1_1429.png,Folison
Datasets\Medicines\words\Cefuroxime_1_2649.png,Cefuroxime
Datasets\Medicines\words\Amoxicillin_1_1976.png,Amoxicillin
Datasets\Medicines\words\Vitabion_1_4063.png,Vitabion
Datasets\Medicines\words\Motelity_1_3110.png,Motelity
Datasets\Medicines\words\Clopid_1_4058.png,Clopid
Datasets\Medicines\words\Diasulin_1_1160.png,Diasulin
Datasets\Medicines\words\TopiumRotacap_1_1216.png,TopiumRotacap
Datasets\Medicines\words\Bizoran_1_6.png,Bizoran
Datasets\Medicines\words\Demoxiclave_1_3948.png,Demoxiclave
Datasets\Medicines\words\Solmux_1_2079.png,Solmux
Datasets\Medicines\words\ZoviaGold_1_1235.png,ZoviaGold
Datasets\Medicines\words\Nexovas_1_3464.png,Nexovas
Datasets\Medicines\words\CoAmoxiclav_1_2005.png,CoAmoxiclav
Datasets\Medicines\words\Xelpro_1_3838.png,Xelpro
